filename,integer_flows,reentrancy,timestamp,unchecked_low_level_calls,non_vulnerable
0xc83355ef25a104938275b46cffd94bf9917d0691.sol,1,0,0,0,0
0xca6bea8e144b0a6aebbb412e6ad0e7ff1959235e.sol,1,0,0,0,0
0xcaef67f72114b4d2b4f43e7407455285b7de8de5.sol,1,0,0,0,0
0xcc5f26bf69b259b495a15427384e7f9668917d56.sol,1,0,0,0,0
0xcc89405e3cfd38412093840a3ac2f851dd395dfb.sol,1,0,0,0,0
0xccf09a5a9449b8d39e27f7fcffbb1a30ec29c8db.sol,1,0,0,0,0
0xcd806502ad2f9aeb32e23f8d647341d4b568201d.sol,1,0,0,0,0
0xcfaafdd4ec90985108c3f4847b14e7c733eaf575.sol,1,0,0,0,0
0xd5abcc4c80fd01d8822f35f379fbcebf7a8b8679.sol,1,0,1,0,0
0xd77fc35cc9007557dcd18bfe26fe66f1ea3a0e7f.sol,1,0,1,0,0
0xd780ae2bf04cd96e577d3d014762f831d97129d0.sol,1,0,0,0,0
0xddf0d0b9914d530e0b743808249d9af901f1bd01.sol,1,0,0,1,0
0xE05CeDD2838E4e1d99B539D8C768D6EF2a10F729.sol,1,0,0,0,0
0xe1f243a9abfeef646be6bef7b8c2018276574294.sol,1,0,0,0,0
0xe43f953a39a4681ac36f72977ec6998adc3d9f6a.sol,1,0,0,0,0
0xe4fb506f5e6d8c68e71cb9f7cc2fde4c059d3925.sol,1,0,0,0,0
0xe64d5f33e28387855d33980719f27f0d579392af.sol,1,0,0,0,0
0xe6517b766e6ee07f91b517435ed855926bcb1aae.sol,1,0,0,1,0
0xE691b7FF3c9fdDB8C2437412208EE4816ABa7258.sol,1,0,0,0,0
0xe9ef26c4e9761e2305f455a0e0d4cd286e2d13a1.sol,1,0,1,0,0
0xea3be67a30325e665a86ea4149c781b20a81e07f.sol,1,0,0,0,0
0xea88C23690b9F12ac6941E8a229aa4f94C72B8Db.sol,1,0,0,1,0
0xf0300337E920aE843040A71584f870aE719bf5eD.sol,1,0,1,0,0
0xf31619a15518dce0613a514e6672d1f84f6e7fe7.sol,1,0,0,0,0
0xfc5c6c8015962e7035f3bdc5fe7ec94bedc77833.sol,1,0,0,1,0
0xfd26d4fedea09da1bb2c4e410c747dda72fdb506.sol,1,0,1,0,0
0xfd743691ac893000f29c893ba21ed46f465c4de4.sol,1,0,0,0,0
0xfdf4411669fc6e8951a6ae987307d7582fda7a05.sol,1,0,0,0,0
0xfea61dbc3b9882efcd139a5e28b32234b9c76aea.sol,1,0,0,0,0
BECToken.sol,1,0,0,0,0
insecure_transfer.sol,1,0,0,0,0
integer_overflow_1.sol,1,0,0,0,0
integer_overflow_add.sol,1,0,0,0,0
integer_overflow_benign_1.sol,1,0,0,0,0
integer_overflow_mapping_sym_1.sol,1,0,0,0,0
integer_overflow_minimal.sol,1,0,0,0,0
integer_overflow_mul.sol,1,0,0,0,0
integer_overflow_multitx_multifunc_feasible.sol,1,0,0,0,0
integer_overflow_multitx_onefunc_feasible.sol,1,0,0,0,0
int_over_1.sol,1,0,0,0,0
int_over_10146.sol,1,0,0,0,0
int_over_10369.sol,1,0,0,0,0
int_over_10971.sol,1,0,0,0,0
int_over_1115.sol,1,0,0,0,0
int_over_11243.sol,1,0,0,0,0
int_over_11323.sol,1,0,0,0,0
int_over_1183.sol,1,0,0,0,0
int_over_11931.sol,1,0,0,0,0
int_over_12292.sol,1,0,0,0,0
int_over_12321.sol,1,0,0,0,0
int_over_124.sol,1,0,0,0,0
int_over_1246.sol,1,0,0,0,0
int_over_1288.sol,1,0,0,0,0
int_over_12894.sol,1,0,0,0,0
int_over_12998.sol,1,0,0,0,0
int_over_1313.sol,1,0,0,0,0
int_over_1319.sol,1,0,0,0,0
int_over_13371.sol,1,0,0,0,0
int_over_134.sol,1,0,0,0,0
int_over_135.sol,1,0,0,0,0
int_over_136.sol,1,0,0,0,0
int_over_14284.sol,1,0,0,0,0
int_over_1430.sol,1,0,0,0,0
int_over_14351.sol,1,0,0,0,0
int_over_14353.sol,1,0,0,0,0
int_over_14381.sol,1,0,0,0,0
int_over_14620.sol,1,0,0,0,0
int_over_14711.sol,1,0,0,0,0
int_over_14994.sol,1,0,0,0,0
int_over_15.sol,1,0,0,0,0
int_over_1533.sol,1,0,0,0,0
int_over_16018.sol,1,0,0,0,0
int_over_1631.sol,1,0,0,0,0
int_over_16521.sol,1,0,0,0,0
int_over_16643.sol,1,0,0,0,0
int_over_1668.sol,1,0,0,0,0
int_over_169.sol,1,0,0,0,0
int_over_16925.sol,1,0,0,0,0
int_over_16957.sol,1,0,0,0,0
int_over_170.sol,1,0,0,0,0
int_over_17043.sol,1,0,0,0,0
int_over_17401.sol,1,0,0,0,0
int_over_176.sol,1,0,0,0,0
int_over_177.sol,1,0,0,0,0
int_over_17829.sol,1,0,0,0,0
int_over_1813.sol,1,0,0,0,0
int_over_1825.sol,1,0,0,0,0
int_over_18509.sol,1,0,0,0,0
int_over_19128.sol,1,0,0,0,0
int_over_19925.sol,1,0,0,0,0
int_over_2.sol,1,0,0,0,0
int_over_2000.sol,1,0,0,0,0
int_over_2051.sol,1,0,0,0,0
int_over_211.sol,1,0,0,0,0
int_over_21162.sol,1,0,0,0,0
int_over_21241.sol,1,0,0,0,0
int_over_21393.sol,1,0,0,0,0
int_over_21404.sol,1,0,0,0,0
int_over_21697.sol,1,0,0,0,0
int_over_22074.sol,1,0,0,0,0
int_over_22247.sol,1,0,0,0,0
int_over_22416.sol,1,0,0,0,0
int_over_2253.sol,1,0,0,0,0
int_over_22635.sol,1,0,0,0,0
int_over_2307.sol,1,0,0,0,0
int_over_23792.sol,1,0,0,0,0
int_over_2397.sol,1,0,0,0,0
int_over_2399.sol,1,0,0,0,0
int_over_24161.sol,1,0,0,0,0
int_over_24648.sol,1,0,0,0,0
int_over_2563.sol,1,0,0,0,0
int_over_26188.sol,1,0,0,0,0
int_over_26742.sol,1,0,0,0,0
int_over_27263.sol,1,0,0,0,0
int_over_29089.sol,1,0,0,0,0
int_over_29130.sol,1,0,0,0,0
int_over_29409.sol,1,0,0,0,0
int_over_3.sol,1,0,0,0,0
int_over_30101.sol,1,0,0,0,0
int_over_30337.sol,1,0,0,0,0
int_over_30396.sol,1,0,0,0,0
int_over_30813.sol,1,0,0,0,0
int_over_30815.sol,1,0,0,0,0
int_over_31497.sol,1,0,0,0,0
int_over_31759.sol,1,0,0,0,0
int_over_318.sol,1,0,0,0,0
int_over_3185.sol,1,0,0,0,0
int_over_3211.sol,1,0,0,0,0
int_over_32175.sol,1,0,0,0,0
int_over_32522.sol,1,0,0,0,0
int_over_3270.sol,1,0,0,0,0
int_over_339.sol,1,0,0,0,0
int_over_34442.sol,1,0,0,0,0
int_over_35285.sol,1,0,0,0,0
int_over_35358.sol,1,0,0,0,0
int_over_3543.sol,1,0,0,0,0
int_over_3554.sol,1,0,0,0,0
int_over_35661.sol,1,0,0,0,0
int_over_35713.sol,1,0,0,0,0
int_over_35806.sol,1,0,0,0,0
int_over_36481.sol,1,0,0,0,0
int_over_3654.sol,1,0,0,0,0
int_over_3702.sol,1,0,0,0,0
int_over_37707.sol,1,0,0,0,0
int_over_37891.sol,1,0,0,0,0
int_over_38057.sol,1,0,0,0,0
int_over_38828.sol,1,0,0,0,0
int_over_38876.sol,1,0,0,0,0
int_over_38925.sol,1,0,0,0,0
int_over_39019.sol,1,0,0,0,0
int_over_39095.sol,1,0,0,0,0
int_over_39151.sol,1,0,0,0,0
int_over_39199.sol,1,0,0,0,0
int_over_39268.sol,1,0,0,0,0
int_over_39341.sol,1,0,0,0,0
int_over_39559.sol,1,0,0,0,0
int_over_39583.sol,1,0,0,0,0
int_over_39644.sol,1,0,0,0,0
int_over_39684.sol,1,0,0,0,0
int_over_39705.sol,1,0,0,0,0
int_over_39778.sol,1,0,0,0,0
int_over_39817.sol,1,0,0,0,0
int_over_39866.sol,1,0,0,0,0
int_over_4.sol,1,0,0,0,0
int_over_400.sol,1,0,0,0,0
int_over_40005.sol,1,0,0,0,0
int_over_40089.sol,1,0,0,0,0
int_over_40092.sol,1,0,0,0,0
int_over_40249.sol,1,0,0,0,0
int_over_40252.sol,1,0,0,0,0
int_over_40336.sol,1,0,0,0,0
int_over_40340.sol,1,0,0,0,0
int_over_40353.sol,1,0,0,0,0
int_over_40366.sol,1,0,0,0,0
int_over_40413.sol,1,0,0,0,0
int_over_40415.sol,1,0,0,0,0
int_over_40425.sol,1,0,0,0,0
int_over_40499.sol,1,0,0,0,0
int_over_40500.sol,1,0,0,0,0
int_over_40732.sol,1,0,0,0,0
int_over_40733.sol,1,0,0,0,0
int_over_40735.sol,1,0,0,0,0
int_over_40736.sol,1,0,0,0,0
int_over_40745.sol,1,0,0,0,0
int_over_40746.sol,1,0,0,0,0
int_over_40747.sol,1,0,0,0,0
int_over_40748.sol,1,0,0,0,0
int_over_40749.sol,1,0,0,0,0
int_over_40750.sol,1,0,0,0,0
int_over_40753.sol,1,0,0,0,0
int_over_40754.sol,1,0,0,0,0
int_over_40756.sol,1,0,0,0,0
int_over_40760.sol,1,0,0,0,0
int_over_40768.sol,1,0,0,0,0
int_over_40770.sol,1,0,0,0,0
int_over_40780.sol,1,0,0,0,0
int_over_419.sol,1,0,0,0,0
int_over_42.sol,1,0,0,0,0
int_over_44.sol,1,0,0,0,0
int_over_4474.sol,1,0,0,0,0
int_over_4523.sol,1,0,0,0,0
int_over_4598.sol,1,0,0,0,0
int_over_4832.sol,1,0,0,0,0
int_over_4926.sol,1,0,0,0,0
int_over_496.sol,1,0,0,0,0
int_over_4993.sol,1,0,0,0,0
int_over_5.sol,1,0,0,0,0
int_over_50000.sol,1,0,0,0,0
int_over_50001.sol,1,0,0,0,0
int_over_50002.sol,1,0,0,0,0
int_over_50007.sol,1,0,0,0,0
int_over_50010.sol,1,0,0,0,0
int_over_50013.sol,1,0,0,0,0
int_over_50014.sol,1,0,0,0,0
int_over_50015.sol,1,0,0,0,0
int_over_50021.sol,1,0,0,0,0
int_over_50026.sol,1,0,0,0,0
int_over_50027.sol,1,0,0,0,0
int_over_50030.sol,1,0,0,0,0
int_over_50036.sol,1,0,0,0,0
int_over_50062.sol,1,0,0,0,0
int_over_50215.sol,1,0,0,0,0
int_over_50217.sol,1,0,0,0,0
int_over_50219.sol,1,0,0,0,0
int_over_50221.sol,1,0,0,0,0
int_over_50330.sol,1,0,0,0,0
int_over_50331.sol,1,0,0,0,0
int_over_50336.sol,1,0,0,0,0
int_over_50337.sol,1,0,0,0,0
int_over_50338.sol,1,0,0,0,0
int_over_50339.sol,1,0,0,0,0
int_over_50440.sol,1,0,0,0,0
int_over_50441.sol,1,0,0,0,0
int_over_50442.sol,1,0,0,0,0
int_over_50444.sol,1,0,0,0,0
int_over_50445.sol,1,0,0,0,0
int_over_50446.sol,1,0,0,0,0
int_over_50447.sol,1,0,0,0,0
int_over_50449.sol,1,0,0,0,0
int_over_50550.sol,1,0,0,0,0
int_over_50551.sol,1,0,0,0,0
int_over_50553.sol,1,0,0,0,0
int_over_50554.sol,1,0,0,0,0
int_over_50555.sol,1,0,0,0,0
int_over_50557.sol,1,0,0,0,0
int_over_50558.sol,1,0,0,0,0
int_over_50559.sol,1,0,0,0,0
int_over_50660.sol,1,0,0,0,0
int_over_50661.sol,1,0,0,0,0
int_over_50662.sol,1,0,0,0,0
int_over_50663.sol,1,0,0,0,0
int_over_50664.sol,1,0,0,0,0
int_over_50665.sol,1,0,0,0,0
int_over_50666.sol,1,0,0,0,0
int_over_50668.sol,1,0,0,0,0
int_over_50669.sol,1,0,0,0,0
int_over_50770.sol,1,0,0,0,0
int_over_50771.sol,1,0,0,0,0
int_over_50773.sol,1,0,0,0,0
int_over_50774.sol,1,0,0,0,0
int_over_50775.sol,1,0,0,0,0
int_over_50776.sol,1,0,0,0,0
int_over_50777.sol,1,0,0,0,0
int_over_50778.sol,1,0,0,0,0
int_over_50779.sol,1,0,0,0,0
int_over_50780.sol,1,0,0,0,0
int_over_50781.sol,1,0,0,0,0
int_over_50782.sol,1,0,0,0,0
int_over_50783.sol,1,0,0,0,0
int_over_50784.sol,1,0,0,0,0
int_over_50785.sol,1,0,0,0,0
int_over_50786.sol,1,0,0,0,0
int_over_50787.sol,1,0,0,0,0
int_over_50788.sol,1,0,0,0,0
int_over_50789.sol,1,0,0,0,0
int_over_50791.sol,1,0,0,0,0
int_over_50792.sol,1,0,0,0,0
int_over_50793.sol,1,0,0,0,0
int_over_50794.sol,1,0,0,0,0
int_over_50795.sol,1,0,0,0,0
int_over_50798.sol,1,0,0,0,0
int_over_50799.sol,1,0,0,0,0
int_over_5142.sol,1,0,0,0,0
int_over_538.sol,1,0,0,0,0
int_over_5629.sol,1,0,0,0,0
int_over_595.sol,1,0,0,0,0
int_over_6192.sol,1,0,0,0,0
int_over_625.sol,1,0,0,0,0
int_over_6272.sol,1,0,0,0,0
int_over_649.sol,1,0,0,0,0
int_over_650.sol,1,0,0,0,0
int_over_6603.sol,1,0,0,0,0
int_over_6606.sol,1,0,0,0,0
int_over_666.sol,1,0,0,0,0
int_over_711.sol,1,0,0,0,0
int_over_7134.sol,1,0,0,0,0
int_over_7330.sol,1,0,0,0,0
int_over_737.sol,1,0,0,0,0
int_over_738.sol,1,0,0,0,0
int_over_740.sol,1,0,0,0,0
int_over_7570.sol,1,0,0,0,0
int_over_7593.sol,1,0,0,0,0
int_over_797.sol,1,0,0,0,0
int_over_8026.sol,1,0,0,0,0
int_over_8342.sol,1,0,0,0,0
int_over_84.sol,1,0,0,0,0
int_over_8606.sol,1,0,0,0,0
int_over_883.sol,1,0,0,0,0
int_over_8872.sol,1,0,0,0,0
int_over_9208.sol,1,0,0,0,0
int_over_9230.sol,1,0,0,0,0
int_over_9428.sol,1,0,0,0,0
int_over_948.sol,1,0,0,0,0
int_over_9850.sol,1,0,0,0,0
overflow_simple_add.sol,1,0,0,0,0
overflow_single_tx.sol,1,0,0,0,0
timelock.sol,1,0,0,0,0
token.sol,1,0,0,0,0
tokensalechallenge.sol,1,0,0,0,0
0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,0,1,0,0,0
0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4.sol,0,1,0,0,0
0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol,0,1,0,0,0
0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,0,1,0,0,0
0x561eac93c92360949ab1f1403323e6db345cbf31.sol,0,1,0,0,0
0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,0,1,0,1,0
0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol,0,1,0,0,0
0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,0,1,0,0,0
0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3.sol,0,1,0,0,0
0x8c7777c45481dba411450c228cb692ac3d550344.sol,0,1,0,0,0
0x93c32845fae42c83a70e5f06214c8433665c2ab5.sol,0,1,0,0,0
0x941d225236464a25eb18076df7da6a91d0f95e9e.sol,0,1,0,0,0
0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol,0,1,0,0,0
0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol,0,1,0,0,0
0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol,0,1,0,0,0
0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e.sol,0,1,0,0,0
0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f.sol,0,1,0,0,0
0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,0,1,0,0,0
0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol,0,1,0,0,0
0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol,0,1,0,0,0
etherbank.sol,0,1,0,0,0
etherstore.sol,0,1,0,0,0
modifier_reentrancy.sol,0,1,0,0,0
reenter_10604.sol,0,1,0,0,0
reenter_10605.sol,0,1,0,0,0
reenter_10970.sol,0,1,0,0,0
reenter_10971.sol,0,1,0,0,0
reenter_14284.sol,0,1,0,0,0
reenter_1430.sol,0,1,0,0,0
reenter_1431.sol,0,1,0,0,0
reenter_14353.sol,0,1,0,0,0
reenter_14354.sol,0,1,0,0,0
reenter_14620.sol,0,1,0,0,0
reenter_14806.sol,0,1,0,0,0
reenter_14993.sol,0,1,0,0,0
reenter_14994.sol,0,1,0,0,0
reenter_15553.sol,0,1,0,0,0
reenter_16054.sol,0,1,0,0,0
reenter_16057.sol,0,1,0,0,0
reenter_16058.sol,0,1,0,0,0
reenter_16643.sol,0,1,0,0,0
reenter_16884.sol,0,1,0,0,0
reenter_16925.sol,0,1,0,0,0
reenter_16926.sol,0,1,0,0,0
reenter_17009.sol,0,1,0,0,0
reenter_17043.sol,0,1,0,0,0
reenter_17044.sol,0,1,0,0,0
reenter_17518.sol,0,1,0,0,0
reenter_17829.sol,0,1,0,0,0
reenter_17830.sol,0,1,0,0,0
reenter_18145.sol,0,1,0,0,0
reenter_18430.sol,0,1,0,0,0
reenter_18438.sol,0,1,0,0,0
reenter_18509.sol,0,1,0,0,0
reenter_18510.sol,0,1,0,0,0
reenter_18771.sol,0,1,0,0,0
reenter_19128.sol,0,1,0,0,0
reenter_19129.sol,0,1,0,0,0
reenter_19925.sol,0,1,0,0,0
reenter_21241.sol,0,1,0,0,0
reenter_21697.sol,0,1,0,0,0
reenter_21886.sol,0,1,0,0,0
reenter_22074.sol,0,1,0,0,0
reenter_22075.sol,0,1,0,0,0
reenter_22247.sol,0,1,0,0,0
reenter_22416.sol,0,1,0,0,0
reenter_22635.sol,0,1,0,0,0
reenter_22636.sol,0,1,0,0,0
reenter_2307.sol,0,1,0,0,0
reenter_2308.sol,0,1,0,0,0
reenter_23792.sol,0,1,0,0,0
reenter_23793.sol,0,1,0,0,0
reenter_24161.sol,0,1,0,0,0
reenter_24196.sol,0,1,0,0,0
reenter_24369.sol,0,1,0,0,0
reenter_24648.sol,0,1,0,0,0
reenter_24649.sol,0,1,0,0,0
reenter_25808.sol,0,1,0,0,0
reenter_26188.sol,0,1,0,0,0
reenter_26523.sol,0,1,0,0,0
reenter_26742.sol,0,1,0,0,0
reenter_26743.sol,0,1,0,0,0
reenter_27121.sol,0,1,0,0,0
reenter_27159.sol,0,1,0,0,0
reenter_27164.sol,0,1,0,0,0
reenter_27263.sol,0,1,0,0,0
reenter_27327.sol,0,1,0,0,0
reenter_27334.sol,0,1,0,0,0
reenter_27603.sol,0,1,0,0,0
reenter_28974.sol,0,1,0,0,0
reenter_29089.sol,0,1,0,0,0
reenter_29090.sol,0,1,0,0,0
reenter_29130.sol,0,1,0,0,0
reenter_29154.sol,0,1,0,0,0
reenter_29590.sol,0,1,0,0,0
reenter_29948.sol,0,1,0,0,0
reenter_29983.sol,0,1,0,0,0
reenter_3.sol,0,1,0,0,0
reenter_30046.sol,0,1,0,0,0
reenter_30101.sol,0,1,0,0,0
reenter_30102.sol,0,1,0,0,0
reenter_30254.sol,0,1,0,0,0
